序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期后区开奖号,是否正确,正确的球,正确率
2204,25150,倒数2期两球组合,50,最后1名,9 10,25151,,否,,0%
2205,25150,倒数3期两球组合,50,第1名,11,25151,,否,,0%
2206,25150,倒数3期两球组合,50,最后1名,1 8,25151,,否,,0%
2207,25150,倒数4期两球组合,50,第1名,2,25151,,否,,0%
2208,25150,倒数4期两球组合,50,最后1名,9,25151,,否,,0%
2209,25150,倒数5期两球组合,50,第1名,12,25151,,否,,0%
2210,25150,倒数5期两球组合,50,最后1名,11,25151,,否,,0%
2211,25150,最新一期两球组合,30,第1名,5 8,25151,,否,,0%
2212,25150,最新一期两球组合,30,最后1名,7 9,25151,,否,,0%
2213,25150,倒数2期两球组合,30,第1名,11,25151,,否,,0%
2214,25150,倒数2期两球组合,30,最后1名,1,25151,,否,,0%
2215,25150,倒数3期两球组合,30,第1名,11,25151,,否,,0%
2216,25150,倒数3期两球组合,30,最后1名,6,25151,,否,,0%
2217,25150,倒数4期两球组合,30,第1名,11,25151,,否,,0%
2218,25150,倒数4期两球组合,30,最后1名,4 9,25151,,否,,0%
2219,25150,倒数5期两球组合,30,第1名,8,25151,,否,,0%
2220,25150,倒数5期两球组合,30,最后1名,2,25151,,否,,0%
2221,25150,最新一期两球组合,20,第1名,2,25151,,否,,0%
2222,25150,最新一期两球组合,20,最后1名,4 5 6 7 9 10,25151,,否,,0%
2223,25150,倒数2期两球组合,20,第1名,2,25151,,否,,0%
2224,25150,倒数2期两球组合,20,最后1名,5 10,25151,,否,,0%
2225,25150,倒数3期两球组合,20,第1名,2,25151,,否,,0%
2226,25150,倒数3期两球组合,20,最后1名,4 6 7,25151,,否,,0%
2227,25150,倒数4期两球组合,20,第1名,11,25151,,否,,0%
2228,25150,倒数4期两球组合,20,最后1名,1 4 9,25151,,否,,0%
2229,25150,倒数5期两球组合,20,第1名,9,25151,,否,,0%
2230,25150,倒数5期两球组合,20,最后1名,10 11,25151,,否,,0%
2231,25150,最新一期两球组合,10,第1名,7,25151,,否,,0%
2232,25150,最新一期两球组合,10,最后1名,4 6,25151,,否,,0%
2233,25150,倒数2期两球组合,10,第1名,11,25151,,否,,0%
2234,25150,倒数2期两球组合,10,最后1名,1 6 7,25151,,否,,0%
2235,25150,倒数3期两球组合,10,第1名,11,25151,,否,,0%
2236,25150,倒数3期两球组合,10,最后1名,4,25151,,否,,0%
2237,25150,倒数4期两球组合,10,第1名,11,25151,,否,,0%
2238,25150,倒数4期两球组合,10,最后1名,4 6,25151,,否,,0%
2239,25150,倒数5期两球组合,10,第1名,9,25151,,否,,0%
2240,25150,倒数5期两球组合,10,最后1名,7,25151,,否,,0%
2241,25149,最新一期两球组合,50,第1名,9,25150,1 5,否,,0%
2242,25149,最新一期两球组合,50,最后1名,4,25150,1 5,否,,0%
2243,25149,倒数2期两球组合,50,第1名,6,25150,1 5,否,,0%
2244,25149,倒数2期两球组合,50,最后1名,5,25150,1 5,是,5,100.0%
2245,25149,倒数3期两球组合,50,第1名,6,25150,1 5,否,,0%
2246,25149,倒数3期两球组合,50,最后1名,7 10,25150,1 5,否,,0%
2247,25149,倒数4期两球组合,50,第1名,2,25150,1 5,否,,0%
2248,25149,倒数4期两球组合,50,最后1名,6 11,25150,1 5,否,,0%
2249,25149,倒数5期两球组合,50,第1名,2,25150,1 5,否,,0%
2250,25149,倒数5期两球组合,50,最后1名,5 9,25150,1 5,是,5,50.0%
2251,25149,最新一期两球组合,30,第1名,2 3,25150,1 5,否,,0%
2252,25149,最新一期两球组合,30,最后1名,5 7 8,25150,1 5,是,5,33.3%
2253,25149,倒数2期两球组合,30,第1名,6 7,25150,1 5,否,,0%
2254,25149,倒数2期两球组合,30,最后1名,5,25150,1 5,是,5,100.0%
2255,25149,倒数3期两球组合,30,第1名,2,25150,1 5,否,,0%
2256,25149,倒数3期两球组合,30,最后1名,6 10,25150,1 5,否,,0%
2257,25149,倒数4期两球组合,30,第1名,1,25150,1 5,是,1,100.0%
2258,25149,倒数4期两球组合,30,最后1名,4 6 10 11,25150,1 5,否,,0%
2259,25149,倒数5期两球组合,30,第1名,2,25150,1 5,否,,0%
2260,25149,倒数5期两球组合,30,最后1名,5,25150,1 5,是,5,100.0%
2261,25149,最新一期两球组合,20,第1名,1,25150,1 5,是,1,100.0%
2262,25149,最新一期两球组合,20,最后1名,4 12,25150,1 5,否,,0%
2263,25149,倒数2期两球组合,20,第1名,6 9,25150,1 5,否,,0%
2264,25149,倒数2期两球组合,20,最后1名,5,25150,1 5,是,5,100.0%
2265,25149,倒数3期两球组合,20,第1名,4,25150,1 5,否,,0%
2266,25149,倒数3期两球组合,20,最后1名,3 7 8 11,25150,1 5,否,,0%
2267,25149,倒数4期两球组合,20,第1名,3,25150,1 5,否,,0%
2268,25149,倒数4期两球组合,20,最后1名,6 8 11,25150,1 5,否,,0%
2269,25149,倒数5期两球组合,20,第1名,11,25150,1 5,否,,0%
2270,25149,倒数5期两球组合,20,最后1名,10,25150,1 5,否,,0%
2271,25149,最新一期两球组合,10,第1名,10,25150,1 5,否,,0%
2272,25149,最新一期两球组合,10,最后1名,5 8 11,25150,1 5,是,5,33.3%
2273,25149,倒数2期两球组合,10,第1名,9,25150,1 5,否,,0%
2274,25149,倒数2期两球组合,10,最后1名,5 10,25150,1 5,是,5,50.0%
2275,25149,倒数3期两球组合,10,第1名,9,25150,1 5,否,,0%
2276,25149,倒数3期两球组合,10,最后1名,8,25150,1 5,否,,0%
2277,25149,倒数4期两球组合,10,第1名,12,25150,1 5,否,,0%
2278,25149,倒数4期两球组合,10,最后1名,6 11,25150,1 5,否,,0%
2279,25149,倒数5期两球组合,10,第1名,2,25150,1 5,否,,0%
2280,25149,倒数5期两球组合,10,最后1名,5 7,25150,1 5,是,5,50.0%
2281,25148,最新一期两球组合,50,第1名,5,25149,5 12,是,5,100.0%
2282,25148,最新一期两球组合,50,最后1名,6,25149,5 12,否,,0%
2283,25148,倒数2期两球组合,50,第1名,3 6,25149,5 12,否,,0%
2284,25148,倒数2期两球组合,50,最后1名,1,25149,5 12,否,,0%
2285,25148,倒数3期两球组合,50,第1名,2,25149,5 12,否,,0%
2286,25148,倒数3期两球组合,50,最后1名,4 9,25149,5 12,否,,0%
2287,25148,倒数4期两球组合,50,第1名,5,25149,5 12,是,5,100.0%
2288,25148,倒数4期两球组合,50,最后1名,6,25149,5 12,否,,0%
2289,25148,倒数5期两球组合,50,第1名,3,25149,5 12,否,,0%
2290,25148,倒数5期两球组合,50,最后1名,6,25149,5 12,否,,0%
2291,25148,最新一期两球组合,30,第1名,4,25149,5 12,否,,0%
2292,25148,最新一期两球组合,30,最后1名,1 2,25149,5 12,否,,0%
2293,25148,倒数2期两球组合,30,第1名,3,25149,5 12,否,,0%
2294,25148,倒数2期两球组合,30,最后1名,1,25149,5 12,否,,0%
2295,25148,倒数3期两球组合,30,第1名,2,25149,5 12,否,,0%
2296,25148,倒数3期两球组合,30,最后1名,3,25149,5 12,否,,0%
2297,25148,倒数4期两球组合,30,第1名,1,25149,5 12,否,,0%
2298,25148,倒数4期两球组合,30,最后1名,8,25149,5 12,否,,0%
2299,25148,倒数5期两球组合,30,第1名,3,25149,5 12,否,,0%
2300,25148,倒数5期两球组合,30,最后1名,9,25149,5 12,否,,0%
2301,25148,最新一期两球组合,20,第1名,4,25149,5 12,否,,0%
2302,25148,最新一期两球组合,20,最后1名,6 9 12,25149,5 12,是,12,33.3%
2303,25148,倒数2期两球组合,20,第1名,3,25149,5 12,否,,0%
2304,25148,倒数2期两球组合,20,最后1名,1,25149,5 12,否,,0%
2305,25148,倒数3期两球组合,20,第1名,2,25149,5 12,否,,0%
2306,25148,倒数3期两球组合,20,最后1名,3,25149,5 12,否,,0%
2307,25148,倒数4期两球组合,20,第1名,1,25149,5 12,否,,0%
2308,25148,倒数4期两球组合,20,最后1名,7,25149,5 12,否,,0%
2309,25148,倒数5期两球组合,20,第1名,3,25149,5 12,否,,0%
2310,25148,倒数5期两球组合,20,最后1名,9,25149,5 12,否,,0%
2311,25148,最新一期两球组合,10,第1名,4 11,25149,5 12,否,,0%
2312,25148,最新一期两球组合,10,最后1名,5 6,25149,5 12,是,5,50.0%
2313,25148,倒数2期两球组合,10,第1名,3,25149,5 12,否,,0%
2314,25148,倒数2期两球组合,10,最后1名,1 9 12,25149,5 12,是,12,33.3%
2315,25148,倒数3期两球组合,10,第1名,2 6,25149,5 12,否,,0%
2316,25148,倒数3期两球组合,10,最后1名,11 12,25149,5 12,是,12,50.0%
2317,25148,倒数4期两球组合,10,第1名,4,25149,5 12,否,,0%
2318,25148,倒数4期两球组合,10,最后1名,7,25149,5 12,否,,0%
2319,25148,倒数5期两球组合,10,第1名,1,25149,5 12,否,,0%
2320,25148,倒数5期两球组合,10,最后1名,6 7 11 12,25149,5 12,是,12,25.0%
2321,25147,最新一期两球组合,50,第1名,9,25148,12 8,否,,0%
2322,25147,最新一期两球组合,50,最后1名,1,25148,12 8,否,,0%
2323,25147,倒数2期两球组合,50,第1名,11,25148,12 8,否,,0%
2324,25147,倒数2期两球组合,50,最后1名,2,25148,12 8,否,,0%
2325,25147,倒数3期两球组合,50,第1名,4 5 10,25148,12 8,否,,0%
2326,25147,倒数3期两球组合,50,最后1名,8,25148,12 8,是,8,100.0%
2327,25147,倒数4期两球组合,50,第1名,3,25148,12 8,否,,0%
2328,25147,倒数4期两球组合,50,最后1名,11,25148,12 8,否,,0%
2329,25147,倒数5期两球组合,50,第1名,12,25148,12 8,是,12,100.0%
2330,25147,倒数5期两球组合,50,最后1名,1 2 10,25148,12 8,否,,0%
2331,25147,最新一期两球组合,30,第1名,9,25148,12 8,否,,0%
2332,25147,最新一期两球组合,30,最后1名,5 6,25148,12 8,否,,0%
2333,25147,倒数2期两球组合,30,第1名,5,25148,12 8,否,,0%
2334,25147,倒数2期两球组合,30,最后1名,2,25148,12 8,否,,0%
2335,25147,倒数3期两球组合,30,第1名,4,25148,12 8,否,,0%
2336,25147,倒数3期两球组合,30,最后1名,12,25148,12 8,是,12,100.0%
2337,25147,倒数4期两球组合,30,第1名,3,25148,12 8,否,,0%
2338,25147,倒数4期两球组合,30,最后1名,4 11,25148,12 8,否,,0%
2339,25147,倒数5期两球组合,30,第1名,12,25148,12 8,是,12,100.0%
2340,25147,倒数5期两球组合,30,最后1名,2 8,25148,12 8,是,8,50.0%
2341,25147,最新一期两球组合,20,第1名,9,25148,12 8,否,,0%
2342,25147,最新一期两球组合,20,最后1名,6 11,25148,12 8,否,,0%
2343,25147,倒数2期两球组合,20,第1名,5,25148,12 8,否,,0%
2344,25147,倒数2期两球组合,20,最后1名,2,25148,12 8,否,,0%
2345,25147,倒数3期两球组合,20,第1名,5,25148,12 8,否,,0%
2346,25147,倒数3期两球组合,20,最后1名,8 11 12,25148,12 8,是,8 12,66.7%
2347,25147,倒数4期两球组合,20,第1名,3,25148,12 8,否,,0%
2348,25147,倒数4期两球组合,20,最后1名,2 11,25148,12 8,否,,0%
2349,25147,倒数5期两球组合,20,第1名,12,25148,12 8,是,12,100.0%
2350,25147,倒数5期两球组合,20,最后1名,5,25148,12 8,否,,0%
2351,25147,最新一期两球组合,10,第1名,9,25148,12 8,否,,0%
2352,25147,最新一期两球组合,10,最后1名,2 4 7,25148,12 8,否,,0%
2353,25147,倒数2期两球组合,10,第1名,3,25148,12 8,否,,0%
2354,25147,倒数2期两球组合,10,最后1名,2,25148,12 8,否,,0%
2355,25147,倒数3期两球组合,10,第1名,4,25148,12 8,否,,0%
2356,25147,倒数3期两球组合,10,最后1名,8,25148,12 8,是,8,100.0%
2357,25147,倒数4期两球组合,10,第1名,3,25148,12 8,否,,0%
2358,25147,倒数4期两球组合,10,最后1名,4,25148,12 8,否,,0%
2359,25147,倒数5期两球组合,10,第1名,12,25148,12 8,是,12,100.0%
2360,25147,倒数5期两球组合,10,最后1名,4 5 11,25148,12 8,否,,0%
2361,25146,最新一期两球组合,50,第1名,7,25147,8 7,是,7,100.0%
2362,25146,最新一期两球组合,50,最后1名,1 2,25147,8 7,否,,0%
2363,25146,倒数2期两球组合,50,第1名,2,25147,8 7,否,,0%
2364,25146,倒数2期两球组合,50,最后1名,3 10,25147,8 7,否,,0%
2365,25146,倒数3期两球组合,50,第1名,1,25147,8 7,否,,0%
2366,25146,倒数3期两球组合,50,最后1名,3 5 11,25147,8 7,否,,0%
2367,25146,倒数4期两球组合,50,第1名,3,25147,8 7,否,,0%
2368,25146,倒数4期两球组合,50,最后1名,7 10,25147,8 7,是,7,50.0%
2369,25146,倒数5期两球组合,50,第1名,2,25147,8 7,否,,0%
2370,25146,倒数5期两球组合,50,最后1名,6,25147,8 7,否,,0%
2371,25146,最新一期两球组合,30,第1名,7,25147,8 7,是,7,100.0%
2372,25146,最新一期两球组合,30,最后1名,1 6 12,25147,8 7,否,,0%
2373,25146,倒数2期两球组合,30,第1名,5,25147,8 7,否,,0%
2374,25146,倒数2期两球组合,30,最后1名,3,25147,8 7,否,,0%
2375,25146,倒数3期两球组合,30,第1名,1,25147,8 7,否,,0%
2376,25146,倒数3期两球组合,30,最后1名,3,25147,8 7,否,,0%
2377,25146,倒数4期两球组合,30,第1名,3,25147,8 7,否,,0%
2378,25146,倒数4期两球组合,30,最后1名,2,25147,8 7,否,,0%
2379,25146,倒数5期两球组合,30,第1名,4,25147,8 7,否,,0%
2380,25146,倒数5期两球组合,30,最后1名,9 10,25147,8 7,否,,0%
2381,25146,最新一期两球组合,20,第1名,2 5,25147,8 7,否,,0%
2382,25146,最新一期两球组合,20,最后1名,9,25147,8 7,否,,0%
2383,25146,倒数2期两球组合,20,第1名,5,25147,8 7,否,,0%
2384,25146,倒数2期两球组合,20,最后1名,3,25147,8 7,否,,0%
2385,25146,倒数3期两球组合,20,第1名,10,25147,8 7,否,,0%
2386,25146,倒数3期两球组合,20,最后1名,6,25147,8 7,否,,0%
2387,25146,倒数4期两球组合,20,第1名,3,25147,8 7,否,,0%
2388,25146,倒数4期两球组合,20,最后1名,2 5 9,25147,8 7,否,,0%
2389,25146,倒数5期两球组合,20,第1名,4,25147,8 7,否,,0%
2390,25146,倒数5期两球组合,20,最后1名,1 8 9 12,25147,8 7,是,8,25.0%
2391,25146,最新一期两球组合,10,第1名,7,25147,8 7,是,7,100.0%
2392,25146,最新一期两球组合,10,最后1名,2 6 9,25147,8 7,否,,0%
2393,25146,倒数2期两球组合,10,第1名,2 6,25147,8 7,否,,0%
2394,25146,倒数2期两球组合,10,最后1名,10,25147,8 7,否,,0%
2395,25146,倒数3期两球组合,10,第1名,1 10,25147,8 7,否,,0%
2396,25146,倒数3期两球组合,10,最后1名,8,25147,8 7,是,8,100.0%
2397,25146,倒数4期两球组合,10,第1名,3,25147,8 7,否,,0%
2398,25146,倒数4期两球组合,10,最后1名,2 4 6 9,25147,8 7,否,,0%
2399,25146,倒数5期两球组合,10,第1名,4,25147,8 7,否,,0%
2400,25146,倒数5期两球组合,10,最后1名,3 5 6 9 10,25147,8 7,否,,0%
2401,25145,最新一期两球组合,50,第1名,1,25146,3 2,否,,0%
2402,25145,最新一期两球组合,50,最后1名,9,25146,3 2,否,,0%
2403,25145,倒数2期两球组合,50,第1名,11,25146,3 2,否,,0%
2404,25145,倒数2期两球组合,50,最后1名,10,25146,3 2,否,,0%
2405,25145,倒数3期两球组合,50,第1名,4,25146,3 2,否,,0%
2406,25145,倒数3期两球组合,50,最后1名,5,25146,3 2,否,,0%
2407,25145,倒数4期两球组合,50,第1名,12,25146,3 2,否,,0%
2408,25145,倒数4期两球组合,50,最后1名,4 9,25146,3 2,否,,0%
2409,25145,倒数5期两球组合,50,第1名,12,25146,3 2,否,,0%
2410,25145,倒数5期两球组合,50,最后1名,10,25146,3 2,否,,0%
2411,25145,最新一期两球组合,30,第1名,4,25146,3 2,否,,0%
2412,25145,最新一期两球组合,30,最后1名,12,25146,3 2,否,,0%
2413,25145,倒数2期两球组合,30,第1名,7,25146,3 2,否,,0%
2414,25145,倒数2期两球组合,30,最后1名,10,25146,3 2,否,,0%
2415,25145,倒数3期两球组合,30,第1名,4,25146,3 2,否,,0%
2416,25145,倒数3期两球组合,30,最后1名,3 9 11,25146,3 2,是,3,33.3%
2417,25145,倒数4期两球组合,30,第1名,6 12,25146,3 2,否,,0%
2418,25145,倒数4期两球组合,30,最后1名,2 8 9 11,25146,3 2,是,2,25.0%
2419,25145,倒数5期两球组合,30,第1名,8,25146,3 2,否,,0%
2420,25145,倒数5期两球组合,30,最后1名,7,25146,3 2,否,,0%
2421,25145,最新一期两球组合,20,第1名,6,25146,3 2,否,,0%
2422,25145,最新一期两球组合,20,最后1名,2 3 8 12,25146,3 2,是,2 3,50.0%
2423,25145,倒数2期两球组合,20,第1名,2,25146,3 2,是,2,100.0%
2424,25145,倒数2期两球组合,20,最后1名,10,25146,3 2,否,,0%
2425,25145,倒数3期两球组合,20,第1名,4,25146,3 2,否,,0%
2426,25145,倒数3期两球组合,20,最后1名,12,25146,3 2,否,,0%
2427,25145,倒数4期两球组合,20,第1名,6,25146,3 2,否,,0%
2428,25145,倒数4期两球组合,20,最后1名,8,25146,3 2,否,,0%
2429,25145,倒数5期两球组合,20,第1名,8,25146,3 2,否,,0%
2430,25145,倒数5期两球组合,20,最后1名,9,25146,3 2,否,,0%
2431,25145,最新一期两球组合,10,第1名,1,25146,3 2,否,,0%
2432,25145,最新一期两球组合,10,最后1名,3 6 10,25146,3 2,是,3,33.3%
2433,25145,倒数2期两球组合,10,第1名,9,25146,3 2,否,,0%
2434,25145,倒数2期两球组合,10,最后1名,4 10,25146,3 2,否,,0%
2435,25145,倒数3期两球组合,10,第1名,2,25146,3 2,是,2,100.0%
2436,25145,倒数3期两球组合,10,最后1名,5 9,25146,3 2,否,,0%
2437,25145,倒数4期两球组合,10,第1名,7,25146,3 2,否,,0%
2438,25145,倒数4期两球组合,10,最后1名,2,25146,3 2,是,2,100.0%
2439,25145,倒数5期两球组合,10,第1名,1,25146,3 2,否,,0%
2440,25145,倒数5期两球组合,10,最后1名,8,25146,3 2,否,,0%
2441,25144,最新一期两球组合,50,第1名,3,25145,5 4,否,,0%
2442,25144,最新一期两球组合,50,最后1名,8,25145,5 4,否,,0%
2443,25144,倒数2期两球组合,50,第1名,4,25145,5 4,是,4,100.0%
2444,25144,倒数2期两球组合,50,最后1名,3 10,25145,5 4,否,,0%
2445,25144,倒数3期两球组合,50,第1名,2 4,25145,5 4,是,4,50.0%
2446,25144,倒数3期两球组合,50,最后1名,7 11,25145,5 4,否,,0%
2447,25144,倒数4期两球组合,50,第1名,2,25145,5 4,否,,0%
2448,25144,倒数4期两球组合,50,最后1名,10 12,25145,5 4,否,,0%
2449,25144,倒数5期两球组合,50,第1名,3,25145,5 4,否,,0%
2450,25144,倒数5期两球组合,50,最后1名,4 10,25145,5 4,是,4,50.0%
2451,25144,最新一期两球组合,30,第1名,3,25145,5 4,否,,0%
2452,25144,最新一期两球组合,30,最后1名,10,25145,5 4,否,,0%
2453,25144,倒数2期两球组合,30,第1名,4,25145,5 4,是,4,100.0%
2454,25144,倒数2期两球组合,30,最后1名,3,25145,5 4,否,,0%
2455,25144,倒数3期两球组合,30,第1名,4,25145,5 4,是,4,100.0%
2456,25144,倒数3期两球组合,30,最后1名,7,25145,5 4,否,,0%
2457,25144,倒数4期两球组合,30,第1名,2,25145,5 4,否,,0%
2458,25144,倒数4期两球组合,30,最后1名,4,25145,5 4,是,4,100.0%
2459,25144,倒数5期两球组合,30,第1名,3,25145,5 4,否,,0%
2460,25144,倒数5期两球组合,30,最后1名,10 12,25145,5 4,否,,0%
2461,25144,最新一期两球组合,20,第1名,8,25145,5 4,否,,0%
2462,25144,最新一期两球组合,20,最后1名,6 10 11,25145,5 4,否,,0%
2463,25144,倒数2期两球组合,20,第1名,1,25145,5 4,否,,0%
2464,25144,倒数2期两球组合,20,最后1名,3,25145,5 4,否,,0%
2465,25144,倒数3期两球组合,20,第1名,4,25145,5 4,是,4,100.0%
2466,25144,倒数3期两球组合,20,最后1名,6 7 12,25145,5 4,否,,0%
2467,25144,倒数4期两球组合,20,第1名,2,25145,5 4,否,,0%
2468,25144,倒数4期两球组合,20,最后1名,9 12,25145,5 4,否,,0%
2469,25144,倒数5期两球组合,20,第1名,3,25145,5 4,否,,0%
2470,25144,倒数5期两球组合,20,最后1名,9,25145,5 4,否,,0%
2471,25144,最新一期两球组合,10,第1名,10,25145,5 4,否,,0%
2472,25144,最新一期两球组合,10,最后1名,2 4 11,25145,5 4,是,4,33.3%
2473,25144,倒数2期两球组合,10,第1名,8,25145,5 4,否,,0%
2474,25144,倒数2期两球组合,10,最后1名,3 7,25145,5 4,否,,0%
2475,25144,倒数3期两球组合,10,第1名,1,25145,5 4,否,,0%
2476,25144,倒数3期两球组合,10,最后1名,12,25145,5 4,否,,0%
2477,25144,倒数4期两球组合,10,第1名,2,25145,5 4,否,,0%
2478,25144,倒数4期两球组合,10,最后1名,9,25145,5 4,否,,0%
2479,25144,倒数5期两球组合,10,第1名,3,25145,5 4,否,,0%
2480,25144,倒数5期两球组合,10,最后1名,10,25145,5 4,否,,0%
2481,25143,最新一期两球组合,50,第1名,8,25144,5 8,是,8,100.0%
2482,25143,最新一期两球组合,50,最后1名,1 10 12,25144,5 8,否,,0%
2483,25143,倒数2期两球组合,50,第1名,10,25144,5 8,否,,0%
2484,25143,倒数2期两球组合,50,最后1名,4 5,25144,5 8,是,5,50.0%
2485,25143,倒数3期两球组合,50,第1名,3,25144,5 8,否,,0%
2486,25143,倒数3期两球组合,50,最后1名,8,25144,5 8,是,8,100.0%
2487,25143,倒数4期两球组合,50,第1名,12,25144,5 8,否,,0%
2488,25143,倒数4期两球组合,50,最后1名,4,25144,5 8,否,,0%
2489,25143,倒数5期两球组合,50,第1名,1,25144,5 8,否,,0%
2490,25143,倒数5期两球组合,50,最后1名,3 4 12,25144,5 8,否,,0%
2491,25143,最新一期两球组合,30,第1名,8,25144,5 8,是,8,100.0%
2492,25143,最新一期两球组合,30,最后1名,12,25144,5 8,否,,0%
2493,25143,倒数2期两球组合,30,第1名,10,25144,5 8,否,,0%
2494,25143,倒数2期两球组合,30,最后1名,5 8,25144,5 8,是,5 8,100.0%
2495,25143,倒数3期两球组合,30,第1名,3,25144,5 8,否,,0%
