序号,回测期号,回测方法,回测期数,回测结果排名,回测结果值,下期期号,下期前区开奖号,是否正确,正确的球,正确率
2187,26001,倒数4期两球组合,20,第1名,23,26002,20 8 4 15 31,否,,0%
2188,26001,倒数4期两球组合,20,最后1名,34,26002,20 8 4 15 31,否,,0%
2189,26001,倒数5期两球组合,20,第1名,22,26002,20 8 4 15 31,否,,0%
2190,26001,倒数5期两球组合,20,最后1名,31 18,26002,20 8 4 15 31,是,31,50.0%
2191,26001,最新一期两球组合,10,第1名,16,26002,20 8 4 15 31,否,,0%
2192,26001,最新一期两球组合,10,最后1名,2 9 22 28 5,26002,20 8 4 15 31,否,,0%
2193,26001,倒数2期两球组合,10,第1名,14,26002,20 8 4 15 31,否,,0%
2194,26001,倒数2期两球组合,10,最后1名,11,26002,20 8 4 15 31,否,,0%
2195,26001,倒数3期两球组合,10,第1名,27,26002,20 8 4 15 31,否,,0%
2196,26001,倒数3期两球组合,10,最后1名,34 21 33 6 10,26002,20 8 4 15 31,否,,0%
2197,26001,倒数4期两球组合,10,第1名,27,26002,20 8 4 15 31,否,,0%
2198,26001,倒数4期两球组合,10,最后1名,34,26002,20 8 4 15 31,否,,0%
2199,26001,倒数5期两球组合,10,第1名,27,26002,20 8 4 15 31,否,,0%
2200,26001,倒数5期两球组合,10,最后1名,20 6 34 3,26002,20 8 4 15 31,是,20,25.0%
2201,25150,最新一期两球组合,50,第1名,33,25151,,否,,0%
2202,25150,最新一期两球组合,50,最后1名,17,25151,,否,,0%
2203,25150,倒数2期两球组合,50,第1名,15,25151,,否,,0%
2204,25150,倒数2期两球组合,50,最后1名,3 8 35 4 2 19 20 34,25151,,否,,0%
2205,25150,倒数3期两球组合,50,第1名,17,25151,,否,,0%
2206,25150,倒数3期两球组合,50,最后1名,12 10,25151,,否,,0%
2207,25150,倒数4期两球组合,50,第1名,33,25151,,否,,0%
2208,25150,倒数4期两球组合,50,最后1名,20 29,25151,,否,,0%
2209,25150,倒数5期两球组合,50,第1名,9,25151,,否,,0%
2210,25150,倒数5期两球组合,50,最后1名,3 2,25151,,否,,0%
2211,25150,最新一期两球组合,30,第1名,27,25151,,否,,0%
2212,25150,最新一期两球组合,30,最后1名,17,25151,,否,,0%
2213,25150,倒数2期两球组合,30,第1名,31,25151,,否,,0%
2214,25150,倒数2期两球组合,30,最后1名,32 10 35,25151,,否,,0%
2215,25150,倒数3期两球组合,30,第1名,14,25151,,否,,0%
2216,25150,倒数3期两球组合,30,最后1名,6 34 35,25151,,否,,0%
2217,25150,倒数4期两球组合,30,第1名,4,25151,,否,,0%
2218,25150,倒数4期两球组合,30,最后1名,10 20 15 24 3 12,25151,,否,,0%
2219,25150,倒数5期两球组合,30,第1名,24,25151,,否,,0%
2220,25150,倒数5期两球组合,30,最后1名,25 19 5,25151,,否,,0%
2221,25150,最新一期两球组合,20,第1名,26,25151,,否,,0%
2222,25150,最新一期两球组合,20,最后1名,17,25151,,否,,0%
2223,25150,倒数2期两球组合,20,第1名,28,25151,,否,,0%
2224,25150,倒数2期两球组合,20,最后1名,1 14,25151,,否,,0%
2225,25150,倒数3期两球组合,20,第1名,15,25151,,否,,0%
2226,25150,倒数3期两球组合,20,最后1名,33 3 16 26 2,25151,,否,,0%
2227,25150,倒数4期两球组合,20,第1名,15,25151,,否,,0%
2228,25150,倒数4期两球组合,20,最后1名,1 16 2,25151,,否,,0%
2229,25150,倒数5期两球组合,20,第1名,31,25151,,否,,0%
2230,25150,倒数5期两球组合,20,最后1名,29 4 7 21 35 23 11 16 19,25151,,否,,0%
2231,25150,最新一期两球组合,10,第1名,26,25151,,否,,0%
2232,25150,最新一期两球组合,10,最后1名,12 17,25151,,否,,0%
2233,25150,倒数2期两球组合,10,第1名,15,25151,,否,,0%
2234,25150,倒数2期两球组合,10,最后1名,32 7,25151,,否,,0%
2235,25150,倒数3期两球组合,10,第1名,31,25151,,否,,0%
2236,25150,倒数3期两球组合,10,最后1名,33 2 4,25151,,否,,0%
2237,25150,倒数4期两球组合,10,第1名,15,25151,,否,,0%
2238,25150,倒数4期两球组合,10,最后1名,2,25151,,否,,0%
2239,25150,倒数5期两球组合,10,第1名,14,25151,,否,,0%
2240,25150,倒数5期两球组合,10,最后1名,3 11 5 16,25151,,否,,0%
2241,25149,最新一期两球组合,50,第1名,13,25150,31 15 13 14 28,是,13,100.0%
2242,25149,最新一期两球组合,50,最后1名,3,25150,31 15 13 14 28,否,,0%
2243,25149,倒数2期两球组合,50,第1名,5,25150,31 15 13 14 28,否,,0%
2244,25149,倒数2期两球组合,50,最后1名,9,25150,31 15 13 14 28,否,,0%
2245,25149,倒数3期两球组合,50,第1名,13,25150,31 15 13 14 28,是,13,100.0%
2246,25149,倒数3期两球组合,50,最后1名,28 18,25150,31 15 13 14 28,是,28,50.0%
2247,25149,倒数4期两球组合,50,第1名,16,25150,31 15 13 14 28,否,,0%
2248,25149,倒数4期两球组合,50,最后1名,22,25150,31 15 13 14 28,否,,0%
2249,25149,倒数5期两球组合,50,第1名,32,25150,31 15 13 14 28,否,,0%
2250,25149,倒数5期两球组合,50,最后1名,5 28 29 25,25150,31 15 13 14 28,是,28,25.0%
2251,25149,最新一期两球组合,30,第1名,32,25150,31 15 13 14 28,否,,0%
2252,25149,最新一期两球组合,30,最后1名,2 17 10 14,25150,31 15 13 14 28,是,14,25.0%
2253,25149,倒数2期两球组合,30,第1名,32,25150,31 15 13 14 28,否,,0%
2254,25149,倒数2期两球组合,30,最后1名,7 29 3,25150,31 15 13 14 28,否,,0%
2255,25149,倒数3期两球组合,30,第1名,29,25150,31 15 13 14 28,否,,0%
2256,25149,倒数3期两球组合,30,最后1名,20 8 3 5 9 12 18,25150,31 15 13 14 28,否,,0%
2257,25149,倒数4期两球组合,30,第1名,24,25150,31 15 13 14 28,否,,0%
2258,25149,倒数4期两球组合,30,最后1名,7 29 22 5,25150,31 15 13 14 28,否,,0%
2259,25149,倒数5期两球组合,30,第1名,32,25150,31 15 13 14 28,否,,0%
2260,25149,倒数5期两球组合,30,最后1名,5 22,25150,31 15 13 14 28,否,,0%
2261,25149,最新一期两球组合,20,第1名,18,25150,31 15 13 14 28,否,,0%
2262,25149,最新一期两球组合,20,最后1名,16,25150,31 15 13 14 28,否,,0%
2263,25149,倒数2期两球组合,20,第1名,34,25150,31 15 13 14 28,否,,0%
2264,25149,倒数2期两球组合,20,最后1名,13 7 33 9 16,25150,31 15 13 14 28,是,13,20.0%
2265,25149,倒数3期两球组合,20,第1名,30,25150,31 15 13 14 28,否,,0%
2266,25149,倒数3期两球组合,20,最后1名,18,25150,31 15 13 14 28,否,,0%
2267,25149,倒数4期两球组合,20,第1名,26,25150,31 15 13 14 28,否,,0%
2268,25149,倒数4期两球组合,20,最后1名,5 20,25150,31 15 13 14 28,否,,0%
2269,25149,倒数5期两球组合,20,第1名,32,25150,31 15 13 14 28,否,,0%
2270,25149,倒数5期两球组合,20,最后1名,30 5 28 17 2 33,25150,31 15 13 14 28,是,28,16.7%
2271,25149,最新一期两球组合,10,第1名,10,25150,31 15 13 14 28,否,,0%
2272,25149,最新一期两球组合,10,最后1名,5 15,25150,31 15 13 14 28,是,15,50.0%
2273,25149,倒数2期两球组合,10,第1名,31,25150,31 15 13 14 28,是,31,100.0%
2274,25149,倒数2期两球组合,10,最后1名,6,25150,31 15 13 14 28,否,,0%
2275,25149,倒数3期两球组合,10,第1名,32,25150,31 15 13 14 28,否,,0%
2276,25149,倒数3期两球组合,10,最后1名,35 3 16 18,25150,31 15 13 14 28,否,,0%
2277,25149,倒数4期两球组合,10,第1名,24,25150,31 15 13 14 28,否,,0%
2278,25149,倒数4期两球组合,10,最后1名,10,25150,31 15 13 14 28,否,,0%
2279,25149,倒数5期两球组合,10,第1名,32,25150,31 15 13 14 28,否,,0%
2280,25149,倒数5期两球组合,10,最后1名,19 17 8 34,25150,31 15 13 14 28,否,,0%
2281,25148,最新一期两球组合,50,第1名,11,25149,24 31 32 26 30,否,,0%
2282,25148,最新一期两球组合,50,最后1名,21,25149,24 31 32 26 30,否,,0%
2283,25148,倒数2期两球组合,50,第1名,23,25149,24 31 32 26 30,否,,0%
2284,25148,倒数2期两球组合,50,最后1名,18,25149,24 31 32 26 30,否,,0%
2285,25148,倒数3期两球组合,50,第1名,14,25149,24 31 32 26 30,否,,0%
2286,25148,倒数3期两球组合,50,最后1名,29 27 24,25149,24 31 32 26 30,是,24,33.3%
2287,25148,倒数4期两球组合,50,第1名,30,25149,24 31 32 26 30,是,30,100.0%
2288,25148,倒数4期两球组合,50,最后1名,11,25149,24 31 32 26 30,否,,0%
2289,25148,倒数5期两球组合,50,第1名,20,25149,24 31 32 26 30,否,,0%
2290,25148,倒数5期两球组合,50,最后1名,17,25149,24 31 32 26 30,否,,0%
2291,25148,最新一期两球组合,30,第1名,15,25149,24 31 32 26 30,否,,0%
2292,25148,最新一期两球组合,30,最后1名,21 4,25149,24 31 32 26 30,否,,0%
2293,25148,倒数2期两球组合,30,第1名,30,25149,24 31 32 26 30,是,30,100.0%
2294,25148,倒数2期两球组合,30,最后1名,9 35 18,25149,24 31 32 26 30,否,,0%
2295,25148,倒数3期两球组合,30,第1名,5,25149,24 31 32 26 30,否,,0%
2296,25148,倒数3期两球组合,30,最后1名,9 35 7 10 31 19 34 26 24,25149,24 31 32 26 30,是,31 26 24,33.3%
2297,25148,倒数4期两球组合,30,第1名,30,25149,24 31 32 26 30,是,30,100.0%
2298,25148,倒数4期两球组合,30,最后1名,15,25149,24 31 32 26 30,否,,0%
2299,25148,倒数5期两球组合,30,第1名,14,25149,24 31 32 26 30,否,,0%
2300,25148,倒数5期两球组合,30,最后1名,17,25149,24 31 32 26 30,否,,0%
2301,25148,最新一期两球组合,20,第1名,1,25149,24 31 32 26 30,否,,0%
2302,25148,最新一期两球组合,20,最后1名,21 4,25149,24 31 32 26 30,否,,0%
2303,25148,倒数2期两球组合,20,第1名,4,25149,24 31 32 26 30,否,,0%
2304,25148,倒数2期两球组合,20,最后1名,26 18,25149,24 31 32 26 30,是,26,50.0%
2305,25148,倒数3期两球组合,20,第1名,14,25149,24 31 32 26 30,否,,0%
2306,25148,倒数3期两球组合,20,最后1名,24,25149,24 31 32 26 30,是,24,100.0%
2307,25148,倒数4期两球组合,20,第1名,30,25149,24 31 32 26 30,是,30,100.0%
2308,25148,倒数4期两球组合,20,最后1名,35 9 6 20 5 15 17,25149,24 31 32 26 30,否,,0%
2309,25148,倒数5期两球组合,20,第1名,32,25149,24 31 32 26 30,是,32,100.0%
2310,25148,倒数5期两球组合,20,最后1名,21 4 12 3,25149,24 31 32 26 30,否,,0%
2311,25148,最新一期两球组合,10,第1名,22,25149,24 31 32 26 30,否,,0%
2312,25148,最新一期两球组合,10,最后1名,17 21,25149,24 31 32 26 30,否,,0%
2313,25148,倒数2期两球组合,10,第1名,4,25149,24 31 32 26 30,否,,0%
2314,25148,倒数2期两球组合,10,最后1名,17 6 20 5 33,25149,24 31 32 26 30,否,,0%
2315,25148,倒数3期两球组合,10,第1名,3,25149,24 31 32 26 30,否,,0%
2316,25148,倒数3期两球组合,10,最后1名,27 34 31 19 12 24,25149,24 31 32 26 30,是,31 24,33.3%
2317,25148,倒数4期两球组合,10,第1名,30,25149,24 31 32 26 30,是,30,100.0%
2318,25148,倒数4期两球组合,10,最后1名,17,25149,24 31 32 26 30,否,,0%
2319,25148,倒数5期两球组合,10,第1名,32,25149,24 31 32 26 30,是,32,100.0%
2320,25148,倒数5期两球组合,10,最后1名,17 19 31 10 29,25149,24 31 32 26 30,是,31,20.0%
2321,25147,最新一期两球组合,50,第1名,31,25148,30 32 3 4 14,否,,0%
2322,25147,最新一期两球组合,50,最后1名,24,25148,30 32 3 4 14,否,,0%
2323,25147,倒数2期两球组合,50,第1名,16,25148,30 32 3 4 14,否,,0%
2324,25147,倒数2期两球组合,50,最后1名,29 2,25148,30 32 3 4 14,否,,0%
2325,25147,倒数3期两球组合,50,第1名,24,25148,30 32 3 4 14,否,,0%
2326,25147,倒数3期两球组合,50,最后1名,19 29,25148,30 32 3 4 14,否,,0%
2327,25147,倒数4期两球组合,50,第1名,16,25148,30 32 3 4 14,否,,0%
2328,25147,倒数4期两球组合,50,最后1名,33 6,25148,30 32 3 4 14,否,,0%
2329,25147,倒数5期两球组合,50,第1名,15,25148,30 32 3 4 14,否,,0%
2330,25147,倒数5期两球组合,50,最后1名,14,25148,30 32 3 4 14,是,14,100.0%
2331,25147,最新一期两球组合,30,第1名,22,25148,30 32 3 4 14,否,,0%
2332,25147,最新一期两球组合,30,最后1名,24,25148,30 32 3 4 14,否,,0%
2333,25147,倒数2期两球组合,30,第1名,16,25148,30 32 3 4 14,否,,0%
2334,25147,倒数2期两球组合,30,最后1名,29 11 32 4 9 19,25148,30 32 3 4 14,是,32 4,33.3%
2335,25147,倒数3期两球组合,30,第1名,24,25148,30 32 3 4 14,否,,0%
2336,25147,倒数3期两球组合,30,最后1名,19 8,25148,30 32 3 4 14,否,,0%
2337,25147,倒数4期两球组合,30,第1名,16,25148,30 32 3 4 14,否,,0%
2338,25147,倒数4期两球组合,30,最后1名,33,25148,30 32 3 4 14,否,,0%
2339,25147,倒数5期两球组合,30,第1名,12,25148,30 32 3 4 14,否,,0%
2340,25147,倒数5期两球组合,30,最后1名,29 27,25148,30 32 3 4 14,否,,0%
2341,25147,最新一期两球组合,20,第1名,22,25148,30 32 3 4 14,否,,0%
2342,25147,最新一期两球组合,20,最后1名,24,25148,30 32 3 4 14,否,,0%
2343,25147,倒数2期两球组合,20,第1名,25,25148,30 32 3 4 14,否,,0%
2344,25147,倒数2期两球组合,20,最后1名,23 19,25148,30 32 3 4 14,否,,0%
2345,25147,倒数3期两球组合,20,第1名,33,25148,30 32 3 4 14,否,,0%
2346,25147,倒数3期两球组合,20,最后1名,19 27 14 8,25148,30 32 3 4 14,是,14,25.0%
2347,25147,倒数4期两球组合,20,第1名,21,25148,30 32 3 4 14,否,,0%
2348,25147,倒数4期两球组合,20,最后1名,33 1 23 32 27 9,25148,30 32 3 4 14,是,32,16.7%
2349,25147,倒数5期两球组合,20,第1名,4,25148,30 32 3 4 14,是,4,100.0%
2350,25147,倒数5期两球组合,20,最后1名,34 22 24,25148,30 32 3 4 14,否,,0%
2351,25147,最新一期两球组合,10,第1名,18,25148,30 32 3 4 14,否,,0%
2352,25147,最新一期两球组合,10,最后1名,24,25148,30 32 3 4 14,否,,0%
2353,25147,倒数2期两球组合,10,第1名,25,25148,30 32 3 4 14,否,,0%
2354,25147,倒数2期两球组合,10,最后1名,29 5 27,25148,30 32 3 4 14,否,,0%
2355,25147,倒数3期两球组合,10,第1名,25,25148,30 32 3 4 14,否,,0%
2356,25147,倒数3期两球组合,10,最后1名,14,25148,30 32 3 4 14,是,14,100.0%
2357,25147,倒数4期两球组合,10,第1名,21,25148,30 32 3 4 14,否,,0%
2358,25147,倒数4期两球组合,10,最后1名,9,25148,30 32 3 4 14,否,,0%
2359,25147,倒数5期两球组合,10,第1名,12,25148,30 32 3 4 14,否,,0%
2360,25147,倒数5期两球组合,10,最后1名,28 9 7 30 1 10 24,25148,30 32 3 4 14,是,30,14.3%
2361,25146,最新一期两球组合,50,第1名,2,25147,6 25 16 33 21,否,,0%
2362,25146,最新一期两球组合,50,最后1名,24,25147,6 25 16 33 21,否,,0%
2363,25146,倒数2期两球组合,50,第1名,2,25147,6 25 16 33 21,否,,0%
2364,25146,倒数2期两球组合,50,最后1名,1,25147,6 25 16 33 21,否,,0%
2365,25146,倒数3期两球组合,50,第1名,17,25147,6 25 16 33 21,否,,0%
2366,25146,倒数3期两球组合,50,最后1名,24,25147,6 25 16 33 21,否,,0%
2367,25146,倒数4期两球组合,50,第1名,19,25147,6 25 16 33 21,否,,0%
2368,25146,倒数4期两球组合,50,最后1名,35,25147,6 25 16 33 21,否,,0%
2369,25146,倒数5期两球组合,50,第1名,32,25147,6 25 16 33 21,否,,0%
2370,25146,倒数5期两球组合,50,最后1名,12 14 18,25147,6 25 16 33 21,否,,0%
2371,25146,最新一期两球组合,30,第1名,27,25147,6 25 16 33 21,否,,0%
2372,25146,最新一期两球组合,30,最后1名,24,25147,6 25 16 33 21,否,,0%
2373,25146,倒数2期两球组合,30,第1名,21,25147,6 25 16 33 21,是,21,100.0%
2374,25146,倒数2期两球组合,30,最后1名,4 20,25147,6 25 16 33 21,否,,0%
2375,25146,倒数3期两球组合,30,第1名,13,25147,6 25 16 33 21,否,,0%
2376,25146,倒数3期两球组合,30,最后1名,1 24,25147,6 25 16 33 21,否,,0%
2377,25146,倒数4期两球组合,30,第1名,4,25147,6 25 16 33 21,否,,0%
2378,25146,倒数4期两球组合,30,最后1名,11 29,25147,6 25 16 33 21,否,,0%
2379,25146,倒数5期两球组合,30,第1名,16,25147,6 25 16 33 21,是,16,100.0%
2380,25146,倒数5期两球组合,30,最后1名,12 27 24,25147,6 25 16 33 21,否,,0%
2381,25146,最新一期两球组合,20,第1名,2,25147,6 25 16 33 21,否,,0%
2382,25146,最新一期两球组合,20,最后1名,24 23,25147,6 25 16 33 21,否,,0%
2383,25146,倒数2期两球组合,20,第1名,21,25147,6 25 16 33 21,是,21,100.0%
2384,25146,倒数2期两球组合,20,最后1名,29,25147,6 25 16 33 21,否,,0%
2385,25146,倒数3期两球组合,20,第1名,6,25147,6 25 16 33 21,是,6,100.0%
2386,25146,倒数3期两球组合,20,最后1名,24,25147,6 25 16 33 21,否,,0%
2387,25146,倒数4期两球组合,20,第1名,22,25147,6 25 16 33 21,否,,0%
2388,25146,倒数4期两球组合,20,最后1名,32,25147,6 25 16 33 21,否,,0%
2389,25146,倒数5期两球组合,20,第1名,6,25147,6 25 16 33 21,是,6,100.0%
2390,25146,倒数5期两球组合,20,最后1名,18,25147,6 25 16 33 21,否,,0%
2391,25146,最新一期两球组合,10,第1名,2,25147,6 25 16 33 21,否,,0%
2392,25146,最新一期两球组合,10,最后1名,1 35 14 22 26 32 23 16 24,25147,6 25 16 33 21,是,16,11.1%
2393,25146,倒数2期两球组合,10,第1名,13,25147,6 25 16 33 21,否,,0%
2394,25146,倒数2期两球组合,10,最后1名,7,25147,6 25 16 33 21,否,,0%
2395,25146,倒数3期两球组合,10,第1名,6,25147,6 25 16 33 21,是,6,100.0%
2396,25146,倒数3期两球组合,10,最后1名,19 24,25147,6 25 16 33 21,否,,0%
2397,25146,倒数4期两球组合,10,第1名,13,25147,6 25 16 33 21,否,,0%
2398,25146,倒数4期两球组合,10,最后1名,24,25147,6 25 16 33 21,否,,0%
2399,25146,倒数5期两球组合,10,第1名,16,25147,6 25 16 33 21,是,16,100.0%
2400,25146,倒数5期两球组合,10,最后1名,12 2 31 28 32 3 18,25147,6 25 16 33 21,否,,0%
2401,25145,最新一期两球组合,50,第1名,10,25146,22 6 11 16 13,否,,0%
2402,25145,最新一期两球组合,50,最后1名,24,25146,22 6 11 16 13,否,,0%
2403,25145,倒数2期两球组合,50,第1名,7,25146,22 6 11 16 13,否,,0%
2404,25145,倒数2期两球组合,50,最后1名,3 33 9 16 10 29,25146,22 6 11 16 13,是,16,16.7%
2405,25145,倒数3期两球组合,50,第1名,22,25146,22 6 11 16 13,是,22,100.0%
2406,25145,倒数3期两球组合,50,最后1名,24,25146,22 6 11 16 13,否,,0%
2407,25145,倒数4期两球组合,50,第1名,13,25146,22 6 11 16 13,是,13,100.0%
2408,25145,倒数4期两球组合,50,最后1名,34 29,25146,22 6 11 16 13,否,,0%
2409,25145,倒数5期两球组合,50,第1名,18,25146,22 6 11 16 13,否,,0%
2410,25145,倒数5期两球组合,50,最后1名,3 35,25146,22 6 11 16 13,否,,0%
2411,25145,最新一期两球组合,30,第1名,18,25146,22 6 11 16 13,否,,0%
2412,25145,最新一期两球组合,30,最后1名,24,25146,22 6 11 16 13,否,,0%
2413,25145,倒数2期两球组合,30,第1名,7,25146,22 6 11 16 13,否,,0%
2414,25145,倒数2期两球组合,30,最后1名,3 9 19,25146,22 6 11 16 13,否,,0%
2415,25145,倒数3期两球组合,30,第1名,5,25146,22 6 11 16 13,否,,0%
2416,25145,倒数3期两球组合,30,最后1名,29,25146,22 6 11 16 13,否,,0%
2417,25145,倒数4期两球组合,30,第1名,30,25146,22 6 11 16 13,否,,0%
2418,25145,倒数4期两球组合,30,最后1名,33,25146,22 6 11 16 13,否,,0%
2419,25145,倒数5期两球组合,30,第1名,20,25146,22 6 11 16 13,否,,0%
2420,25145,倒数5期两球组合,30,最后1名,3,25146,22 6 11 16 13,否,,0%
2421,25145,最新一期两球组合,20,第1名,18,25146,22 6 11 16 13,否,,0%
2422,25145,最新一期两球组合,20,最后1名,24,25146,22 6 11 16 13,否,,0%
2423,25145,倒数2期两球组合,20,第1名,25,25146,22 6 11 16 13,否,,0%
2424,25145,倒数2期两球组合,20,最后1名,31 19 13 16,25146,22 6 11 16 13,是,13 16,50.0%
2425,25145,倒数3期两球组合,20,第1名,5,25146,22 6 11 16 13,否,,0%
2426,25145,倒数3期两球组合,20,最后1名,4,25146,22 6 11 16 13,否,,0%
2427,25145,倒数4期两球组合,20,第1名,30,25146,22 6 11 16 13,否,,0%
2428,25145,倒数4期两球组合,20,最后1名,33 34 29 26,25146,22 6 11 16 13,否,,0%
2429,25145,倒数5期两球组合,20,第1名,5,25146,22 6 11 16 13,否,,0%
2430,25145,倒数5期两球组合,20,最后1名,3 24,25146,22 6 11 16 13,否,,0%
2431,25145,最新一期两球组合,10,第1名,18,25146,22 6 11 16 13,否,,0%
2432,25145,最新一期两球组合,10,最后1名,24,25146,22 6 11 16 13,否,,0%
2433,25145,倒数2期两球组合,10,第1名,25,25146,22 6 11 16 13,否,,0%
2434,25145,倒数2期两球组合,10,最后1名,33 4 12 17,25146,22 6 11 16 13,否,,0%
2435,25145,倒数3期两球组合,10,第1名,20,25146,22 6 11 16 13,否,,0%
2436,25145,倒数3期两球组合,10,最后1名,19 4,25146,22 6 11 16 13,否,,0%
2437,25145,倒数4期两球组合,10,第1名,31,25146,22 6 11 16 13,否,,0%
2438,25145,倒数4期两球组合,10,最后1名,21,25146,22 6 11 16 13,否,,0%
2439,25145,倒数5期两球组合,10,第1名,20,25146,22 6 11 16 13,否,,0%
2440,25145,倒数5期两球组合,10,最后1名,22 3 15 23 21,25146,22 6 11 16 13,是,22,20.0%
2441,25144,最新一期两球组合,50,第1名,3,25145,20 25 7 22 5,否,,0%
2442,25144,最新一期两球组合,50,最后1名,19,25145,20 25 7 22 5,否,,0%
2443,25144,倒数2期两球组合,50,第1名,17,25145,20 25 7 22 5,否,,0%
2444,25144,倒数2期两球组合,50,最后1名,10,25145,20 25 7 22 5,否,,0%
2445,25144,倒数3期两球组合,50,第1名,30,25145,20 25 7 22 5,否,,0%
